study_accession	sample_accession	experiment_accession	run_accession	scientific_name	library_name	nominal_length	library_source	read_count	study_title	fastq_bytes	fastq_md5	fastq_ftp	sample_alias	Year
PRJEB12000	SAMEA3696447	ERX1236509	ERR1163102	metagenome	FS906_Marker113_RNA	290	METATRANSCRIPTOMIC	4000000	Metagenomes and metatranscriptomes from the diffuse hydrothermal vents of Axial Seamount from 2014	311327023;309718605	3d05f8503d9ce01985e826aa71f753da;a69314558dc71b32c7a33d4c2382edb9	ftp.sra.ebi.ac.uk/vol1/fastq/ERR116/002/ERR1163102/ERR1163102_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR116/002/ERR1163102/ERR1163102_2.fastq.gz	FS906_Marker113_RNA	2014
PRJEB12000	SAMEA3696447	ERX1236510	ERR1163103	metagenome	FS906_Marker113_RNA	290	METATRANSCRIPTOMIC	4000000	Metagenomes and metatranscriptomes from the diffuse hydrothermal vents of Axial Seamount from 2014	309711271;309992052	43cc015b39088277c7712bed8bdef158;bf1a084e49883ab6042e8c85d44d7831	ftp.sra.ebi.ac.uk/vol1/fastq/ERR116/003/ERR1163103/ERR1163103_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR116/003/ERR1163103/ERR1163103_2.fastq.gz	FS906_Marker113_RNA	2014
PRJEB12000	SAMEA3696447	ERX1236511	ERR1163104	metagenome	FS906_Marker113_RNA	290	METATRANSCRIPTOMIC	36682	Metagenomes and metatranscriptomes from the diffuse hydrothermal vents of Axial Seamount from 2014	3091223;3090067	fb14160ad5f019c64edef2d2254d7455;4f810b4fb6e8629a695e770c28699839	ftp.sra.ebi.ac.uk/vol1/fastq/ERR116/004/ERR1163104/ERR1163104_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR116/004/ERR1163104/ERR1163104_2.fastq.gz	FS906_Marker113_RNA	2014
PRJEB12000	SAMEA3696449	ERX1236525	ERR1163118	metagenome	FS907_Anemone_RNA	290	METATRANSCRIPTOMIC	4000000	Metagenomes and metatranscriptomes from the diffuse hydrothermal vents of Axial Seamount from 2014	260490492;262789236	4bb1be902b6a2d7e591b4410ba0a139c;2be15b8c2d9fd0dfebfc2030ae0470f0	ftp.sra.ebi.ac.uk/vol1/fastq/ERR116/008/ERR1163118/ERR1163118_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR116/008/ERR1163118/ERR1163118_2.fastq.gz	FS907_Anemone_RNA	2014
PRJEB12000	SAMEA3696449	ERX1236526	ERR1163119	metagenome	FS907_Anemone_RNA	290	METATRANSCRIPTOMIC	3961477	Metagenomes and metatranscriptomes from the diffuse hydrothermal vents of Axial Seamount from 2014	256977232;261637092	5aabd22a9faed34d6e57e9bab858c0db;c31fa3e757a0927f5fc01dab8201743d	ftp.sra.ebi.ac.uk/vol1/fastq/ERR116/009/ERR1163119/ERR1163119_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR116/009/ERR1163119/ERR1163119_2.fastq.gz	FS907_Anemone_RNA	2014
PRJEB12000	SAMEA3696449	ERX1236527	ERR1163120	metagenome	FS907_Anemone_RNA	290	METATRANSCRIPTOMIC	1620385	Metagenomes and metatranscriptomes from the diffuse hydrothermal vents of Axial Seamount from 2014	103669723;104697775	0515900d8393dba6a9464d06c547d135;3f014ba8279cf172edbfd12775a36cdf	ftp.sra.ebi.ac.uk/vol1/fastq/ERR116/000/ERR1163120/ERR1163120_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR116/000/ERR1163120/ERR1163120_2.fastq.gz	FS907_Anemone_RNA	2014
PRJEB12000	SAMEA3696449	ERX1236528	ERR1163121	metagenome	FS907_Anemone_RNA	290	METATRANSCRIPTOMIC	4000000	Metagenomes and metatranscriptomes from the diffuse hydrothermal vents of Axial Seamount from 2014	341953700;344879523	dbb85ce6fd51dbe93f75dc30027f8b6b;c72d21bdefaff929a41eb8bb7b8bd547	ftp.sra.ebi.ac.uk/vol1/fastq/ERR116/001/ERR1163121/ERR1163121_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR116/001/ERR1163121/ERR1163121_2.fastq.gz	FS907_Anemone_RNA	2014
PRJEB12000	SAMEA3696449	ERX1236529	ERR1163122	metagenome	FS907_Anemone_RNA	290	METATRANSCRIPTOMIC	4000000	Metagenomes and metatranscriptomes from the diffuse hydrothermal vents of Axial Seamount from 2014	346759052;350530392	063e551568f56ebb9457b906094014ea;490344178f10e3aa9754762626b3a95b	ftp.sra.ebi.ac.uk/vol1/fastq/ERR116/002/ERR1163122/ERR1163122_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR116/002/ERR1163122/ERR1163122_2.fastq.gz	FS907_Anemone_RNA	2014
PRJEB12000	SAMEA3696449	ERX1236530	ERR1163123	metagenome	FS907_Anemone_RNA	290	METATRANSCRIPTOMIC	4000000	Metagenomes and metatranscriptomes from the diffuse hydrothermal vents of Axial Seamount from 2014	342748690;345863276	60ef1ba8db7ea1b5214f2a43d589ff9a;c8866d84dc34d49d56ebdb7c06bf4546	ftp.sra.ebi.ac.uk/vol1/fastq/ERR116/003/ERR1163123/ERR1163123_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR116/003/ERR1163123/ERR1163123_2.fastq.gz	FS907_Anemone_RNA	2014
PRJEB12000	SAMEA3696449	ERX1236531	ERR1163124	metagenome	FS907_Anemone_RNA	290	METATRANSCRIPTOMIC	3615186	Metagenomes and metatranscriptomes from the diffuse hydrothermal vents of Axial Seamount from 2014	314189835;318052316	1266f082a7e39b760922ce7702950795;3dbe25beff2913ae78e8bef0cd5fa576	ftp.sra.ebi.ac.uk/vol1/fastq/ERR116/004/ERR1163124/ERR1163124_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR116/004/ERR1163124/ERR1163124_2.fastq.gz	FS907_Anemone_RNA	2014
PRJEB12000	SAMEA3696451	ERX1236543	ERR1163136	metagenome	FS908_Marker33_RNA	290	METATRANSCRIPTOMIC	4000000	Metagenomes and metatranscriptomes from the diffuse hydrothermal vents of Axial Seamount from 2014	249233472;246194149	2fbf0df5bb1c9c6f67df7215d1e7984b;b07552ffcd4ce13783782979aa8670e8	ftp.sra.ebi.ac.uk/vol1/fastq/ERR116/006/ERR1163136/ERR1163136_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR116/006/ERR1163136/ERR1163136_2.fastq.gz	FS908_Marker33_RNA	2014
PRJEB12000	SAMEA3696451	ERX1236544	ERR1163137	metagenome	FS908_Marker33_RNA	290	METATRANSCRIPTOMIC	2817903	Metagenomes and metatranscriptomes from the diffuse hydrothermal vents of Axial Seamount from 2014	175870397;175364011	80ebba65befeb5dc340eaedbe9951011;ae5e157b031d2d81f9984371cff7b4ef	ftp.sra.ebi.ac.uk/vol1/fastq/ERR116/007/ERR1163137/ERR1163137_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR116/007/ERR1163137/ERR1163137_2.fastq.gz	FS908_Marker33_RNA	2014
PRJEB12000	SAMEA3696451	ERX1236545	ERR1163138	metagenome	FS908_Marker33_RNA	290	METATRANSCRIPTOMIC	1340163	Metagenomes and metatranscriptomes from the diffuse hydrothermal vents of Axial Seamount from 2014	82162968;81028081	3397185e0322d0ad403bcac236f7086a;8011b0f2db87093027f021c74ad3409b	ftp.sra.ebi.ac.uk/vol1/fastq/ERR116/008/ERR1163138/ERR1163138_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR116/008/ERR1163138/ERR1163138_2.fastq.gz	FS908_Marker33_RNA	2014
PRJEB12000	SAMEA3696451	ERX1236546	ERR1163139	metagenome	FS908_Marker33_RNA	290	METATRANSCRIPTOMIC	4000000	Metagenomes and metatranscriptomes from the diffuse hydrothermal vents of Axial Seamount from 2014	330184716;328100988	37dbd3d52f41eea7504875a890ad36ba;0e605dd8a8dbf1a4f979115cf8cc10d7	ftp.sra.ebi.ac.uk/vol1/fastq/ERR116/009/ERR1163139/ERR1163139_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR116/009/ERR1163139/ERR1163139_2.fastq.gz	FS908_Marker33_RNA	2014
PRJEB12000	SAMEA3696451	ERX1236547	ERR1163140	metagenome	FS908_Marker33_RNA	290	METATRANSCRIPTOMIC	4000000	Metagenomes and metatranscriptomes from the diffuse hydrothermal vents of Axial Seamount from 2014	335222212;333517772	c43938e6de3322ed0f10c8b66f382a09;e71b0c31c409870ff28083fe3200d348	ftp.sra.ebi.ac.uk/vol1/fastq/ERR116/000/ERR1163140/ERR1163140_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR116/000/ERR1163140/ERR1163140_2.fastq.gz	FS908_Marker33_RNA	2014
PRJEB12000	SAMEA3696451	ERX1236548	ERR1163141	metagenome	FS908_Marker33_RNA	290	METATRANSCRIPTOMIC	4000000	Metagenomes and metatranscriptomes from the diffuse hydrothermal vents of Axial Seamount from 2014	331521753;331911454	7b168b736ebceda647515e214c5c5b10;97d4231cdf9f81603d325e23368ab1ca	ftp.sra.ebi.ac.uk/vol1/fastq/ERR116/001/ERR1163141/ERR1163141_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR116/001/ERR1163141/ERR1163141_2.fastq.gz	FS908_Marker33_RNA	2014
PRJEB12000	SAMEA3696451	ERX1236549	ERR1163142	metagenome	FS908_Marker33_RNA	290	METATRANSCRIPTOMIC	4000000	Metagenomes and metatranscriptomes from the diffuse hydrothermal vents of Axial Seamount from 2014	333090723;330214606	7742438b2b7ec6f0dc2127c77f78744a;18a243fcf16602ccbacff8646a3dd5c7	ftp.sra.ebi.ac.uk/vol1/fastq/ERR116/002/ERR1163142/ERR1163142_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR116/002/ERR1163142/ERR1163142_2.fastq.gz	FS908_Marker33_RNA	2014
PRJEB12000	SAMEA3696451	ERX1236550	ERR1163143	metagenome	FS908_Marker33_RNA	290	METATRANSCRIPTOMIC	1035826	Metagenomes and metatranscriptomes from the diffuse hydrothermal vents of Axial Seamount from 2014	89873412;89856453	0432d8743c0ef1534c6922ae02fc1724;f8d9e48a3e8b85eb08d878d5898470f1	ftp.sra.ebi.ac.uk/vol1/fastq/ERR116/003/ERR1163143/ERR1163143_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR116/003/ERR1163143/ERR1163143_2.fastq.gz	FS908_Marker33_RNA	2014
PRJEB12000	SAMEA3696449	ERX2080791	ERR2021515	metagenome	FS907_Anemone_RNA_rerun	275	METATRANSCRIPTOMIC	14093124	Metagenomes and metatranscriptomes from the diffuse hydrothermal vents of Axial Seamount from 2014	788993738;809119596	68278b580e97c32377b16a2f8aff4fd7;b2a0ac3c57524a276f6916f51dcc488c	ftp.sra.ebi.ac.uk/vol1/fastq/ERR202/005/ERR2021515/ERR2021515_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR202/005/ERR2021515/ERR2021515_2.fastq.gz	FS907_Anemone_RNA	2014
PRJEB19456	SAMEA101254918	ERX2080780	ERR2021504	hydrothermal vent metagenome	FS917_Marker33_RNA	275	METATRANSCRIPTOMIC	13407821	Metagenomes and metatranscriptomes from the diffuse hydrothermal vents of Axial Seamount from 2015	1000774016;1029618372	d8f5a53cdd229268de565594387f4fc7;e292451620828c5087d30f844631d605	ftp.sra.ebi.ac.uk/vol1/fastq/ERR202/004/ERR2021504/ERR2021504_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR202/004/ERR2021504/ERR2021504_2.fastq.gz	FS917_Marker33_RNA	2015
PRJEB19456	SAMEA101256418	ERX2080782	ERR2021506	hydrothermal vent metagenome	FS914_Anemone_RNA	275	METATRANSCRIPTOMIC	11933325	Metagenomes and metatranscriptomes from the diffuse hydrothermal vents of Axial Seamount from 2015	831286555;849349572	b2118586abcec37ccad6d3ff55770c14;ef4c1d3c7c988ec3e700b86e6824d3d2	ftp.sra.ebi.ac.uk/vol1/fastq/ERR202/006/ERR2021506/ERR2021506_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR202/006/ERR2021506/ERR2021506_2.fastq.gz	FS914_Anemone_RNA	2015
PRJEB19456	SAMEA101257918	ERX2080784	ERR2021508	hydrothermal vent metagenome	FS915_Marker113_RNA	275	METATRANSCRIPTOMIC	11178843	Metagenomes and metatranscriptomes from the diffuse hydrothermal vents of Axial Seamount from 2015	709787571;720267751	ceef2e68579369e8d33fb82dd530b74d;aafc7339e87e6c133132df4289f9036b	ftp.sra.ebi.ac.uk/vol1/fastq/ERR202/008/ERR2021508/ERR2021508_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR202/008/ERR2021508/ERR2021508_2.fastq.gz	FS915_Marker113_RNA	2015
PRJEB19456	SAMEA101259418	ERX2080786	ERR2021510	hydrothermal vent metagenome	FS918_NorthRiftZone_RNA	275	METATRANSCRIPTOMIC	13115867	Metagenomes and metatranscriptomes from the diffuse hydrothermal vents of Axial Seamount from 2015	1054935021;1079288186	ba68f9063793da441636eed5d9339372;e418665a63421dcc75d4f14493b5e7c6	ftp.sra.ebi.ac.uk/vol1/fastq/ERR202/000/ERR2021510/ERR2021510_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR202/000/ERR2021510/ERR2021510_2.fastq.gz	FS918_NorthRiftZone_RNA	2015
PRJEB19456	SAMEA101260918	ERX2080788	ERR2021512	hydrothermal vent metagenome	AnemonePlume_2015_RNA	275	METATRANSCRIPTOMIC	27752200	Metagenomes and metatranscriptomes from the diffuse hydrothermal vents of Axial Seamount from 2015	1928380148;1980876344	c573acfa37e8e515ec9e9ffe573ca359;2a6715737d8cce1e9f3f82e31860bd26	ftp.sra.ebi.ac.uk/vol1/fastq/ERR202/002/ERR2021512/ERR2021512_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR202/002/ERR2021512/ERR2021512_2.fastq.gz	AnemonePlume_2015_RNA	2015
PRJEB19456	SAMEA101262418	ERX2080790	ERR2021514	marine metagenome	Background_1500m_2015_RNA	275	METATRANSCRIPTOMIC	22798284	Metagenomes and metatranscriptomes from the diffuse hydrothermal vents of Axial Seamount from 2015	1754598081;1785421023	4eddc62fa43e5bee1d3ae4a3e294149a;49b77ce8843be7e827942699ef129a9b	ftp.sra.ebi.ac.uk/vol1/fastq/ERR202/004/ERR2021514/ERR2021514_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR202/004/ERR2021514/ERR2021514_2.fastq.gz	Background_1500m_2015_RNA	2015
